Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
14902,NUR 3805 - 0011   Transition To Professional Nursing,0011-LEC Conversion,Staff,30,0,30,0,0
13823,CGS 3763 - 0001   Operating System Principles,0001-LEC Main Sess,Staff,40,17,23,0,0
13824,CGS 3763 - 0002   Operating System Principles,0002-LEC Main Sess,Staff,40,0,40,0,0
13827,CGS 3763 - 0003   Operating System Principles,0003-LEC Main Sess,Staff,28,0,28,0,0
13826,CGS 3763 - 0004   Operating System Principles,0004-LEC Main Sess,Staff,28,23,5,0,0
13825,CGS 3763 - 0005   Operating System Principles,0005-LEC Main Sess,Staff,30,0,30,0,0
15290,HSC 3701 - 0001   Leadership And Management In Healthcare,0001-LEC Main Sess,Staff,15,0,15,0,0
8125,CCJ 3700 - 0001   Methods Of Research In Criminal Justice,0001-LEC Main Sess,Staff,40,0,40,0,0
8124,CCJ 3700 - 0002   Methods Of Research In Criminal Justice,0002-LEC Main Sess,Staff,40,20,20,0,0
8092,NSP 3685 - 0001   End-Of-Life Nursing Care,0001-LEC Conversion,Staff,30,8,22,0,0
12320,NUR 3674 - 0001   Faith Based Community Nursing,0001-LEC Conversion,Staff,30,15,15,0,0
6354,ETI 3671 - 0001   Technical Economic Analysis,0001-LEC 1st Mon Sp,Staff,24,9,15,0,0
6353,ETI 3671 - 0002   Technical Economic Analysis,0002-LEC Main Sess,Staff,24,0,24,0,0
5424,CCJ 3666 - 0001   Victimology,0001-LEC 1st Mon Sp,Staff,40,0,40,0,0
5425,CCJ 3666 - 0002   Victimology,0002-LEC 1st Mon Sp,Staff,40,0,40,0,0
5426,CCJ 3666 - 0003   Victimology,0003-LEC 1st Mon Sp,Staff,40,25,15,0,0
5421,CCJ 3666 - 0004   Victimology,0004-LEC Main Sess,Staff,40,13,27,0,0
5422,CCJ 3666 - 0005   Victimology,0005-LEC Eight Wk 2,Staff,30,0,30,0,0
7242,CCJ 3663 - 0001   Female Crime And Delinquency,0001-LEC Twelve Wk,Staff,40,0,40,0,0
7240,CCJ 3663 - 0002   Female Crime And Delinquency,0002-LEC Main Sess,Staff,40,32,8,0,0
7241,CCJ 3663 - 0003   Female Crime And Delinquency,0003-LEC Main Sess,Staff,40,0,40,0,0
15257,FIL 3651 - 0001   Business Proposals For Film & Television,0001-LEC Main Sess,Staff,30,23,7,0,0
9273,EEX 3603 - 0001   Positive Behavior Supports In Inclusive Settings,0001-LEC Weekend,Staff,25,0,25,0,0
9270,EEX 3603 - 0002   Positive Behavior Supports In Inclusive Settings,0002-LEC Main Sess,Staff,25,16,9,0,0
9271,EEX 3603 - 0003   Positive Behavior Supports In Inclusive Settings,0003-LEC Main Sess,Staff,25,0,25,0,0
9272,EEX 3603 - 0004   Positive Behavior Supports In Inclusive Settings,0004-LEC Main Sess,Staff,20,16,4,0,0
11140,FIL 3602 - 0001   Production Management,0001-LEC Main Sess,Staff,30,20,10,0,0
8501,CJE 3574 - 0001   Interpersonal Communications For Law Enforcement,0001-LEC Twelve Wk,Staff,40,16,24,0,0
8500,CJE 3574 - 0002   Interpersonal Communications For Law Enforcement,0002-LEC Main Sess,Staff,35,23,12,0,0
9530,CJL 3564 - 0001   Judicial Policy Making,0001-LEC Twelve Wk,Staff,43,26,17,0,0
7256,CIS 3510 - 0001   Information Technology Project Management,0001-LEC Main Sess,Staff,40,0,40,0,0
7257,CIS 3510 - 0002   Information Technology Project Management,0002-LEC Main Sess,Staff,30,17,13,0,0
7260,CIS 3510 - 0003   Information Technology Project Management,0003-LEC Main Sess,Staff,28,0,28,0,0
7259,CIS 3510 - 0004   Information Technology Project Management,0004-LEC Main Sess,Staff,28,21,7,0,0
7258,CIS 3510 - 0005   Information Technology Project Management,0005-LEC Main Sess,Staff,30,0,30,0,0
7782,MAN 3506 - 0001   Operations Management,0001-LEC Main Sess,Staff,30,13,17,0,0
5498,CJE 3444 - 0001   Crime Prevention,0001-LEC Main Sess,Staff,40,36,4,0,0
5497,CJE 3444 - 0002   Crime Prevention,0002-LEC Main Sess,Staff,36,22,14,0,0
8449,EDG 3443 - 0001   Classroom And Behavior Management,0001-LEC Conversion,Staff,32,0,32,0,0
8451,EDG 3443 - 0002   Classroom And Behavior Management,0002-LEC Weekend,Staff,30,0,30,0,0
6707,EME 3430 - 0001   Instructional Technology In Mathematics And Science,0001-LEC Main Sess,Staff,25,8,17,0,0
6313,EDG 3410 - 0001   Classroom Management and Communication for P-12 Teachers,0001-LEC Conversion,Staff,28,18,10,0,0
15707,RTV 3408 - 0001   Ethics & Research For Non-Fiction Scripts,0001-LEC Main Sess,Staff,30,28,2,0,0
11338,FIN 3403 - 0001   Financial Management,0001-LEC Main Sess,Staff,25,0,25,0,0
11339,FIN 3403 - 0002   Financial Management,0002-LEC Weekend,Staff,25,18,7,0,0
7038,FIN 3400 - 0001   Finance For Non-Financial Managers,0001-LEC Main Sess,Staff,30,0,30,0,0
7049,FIN 3400 - 0003   Finance For Non-Financial Managers,0003-LEC 1st Mon Sp,Staff,30,0,30,0,0
7048,FIN 3400 - 0004   Finance For Non-Financial Managers,0004-LEC Conversion,Staff,30,0,30,0,0
7037,FIN 3400 - 0005   Finance For Non-Financial Managers,0005-LEC Main Sess,Staff,30,0,30,0,0
7047,FIN 3400 - 0006   Finance For Non-Financial Managers,0006-LEC Conversion,Staff,30,21,9,0,0
7046,FIN 3400 - 0007   Finance For Non-Financial Managers,0007-LEC Conversion,Staff,30,0,30,0,0
7030,FIN 3400 - 0008   Finance For Non-Financial Managers,0008-LEC Main Sess,Staff,36,12,24,0,0
7031,FIN 3400 - 0009   Finance For Non-Financial Managers,0009-LEC Main Sess,Staff,30,28,2,0,0
7032,FIN 3400 - 0010   Finance For Non-Financial Managers,0010-LEC Main Sess,Staff,35,20,15,0,0
7033,FIN 3400 - 0011   Finance For Non-Financial Managers,0011-LEC Main Sess,Staff,25,0,25,0,0
7040,FIN 3400 - 0012   Finance For Non-Financial Managers,0012-LEC Twelve Wk,Staff,30,14,16,0,0
7034,FIN 3400 - 0013   Finance For Non-Financial Managers,0013-LEC Main Sess,Staff,30,9,21,0,0
7035,FIN 3400 - 0014   Finance For Non-Financial Managers,0014-LEC Main Sess,Staff,30,0,30,0,0
7036,FIN 3400 - 0015   Finance For Non-Financial Managers,0015-LEC Main Sess,Staff,25,12,13,0,0
7039,FIN 3400 - 0016   Finance For Non-Financial Managers,0016-LEC Main Sess,Staff,21,9,12,0,0
7045,FIN 3400 - 0017   Finance For Non-Financial Managers,0017-LEC Conversion,Staff,21,12,9,0,0
7041,FIN 3400 - 0019   Finance For Non-Financial Managers,0019-LEC Eight Wk 1,Staff,25,0,25,0,0
7042,FIN 3400 - 0020   Finance For Non-Financial Managers,0020-LEC Eight Wk 1,Staff,31,0,31,0,0
13209,RED 3393 - 0001   Differentiated Instruction In Content Reading,0001-LEC 1st Mon Sp,Staff,28,0,28,0,0
13208,RED 3393 - 0002   Differentiated Instruction In Content Reading,0002-LEC Conversion,Staff,28,23,5,0,0
13206,RED 3393 - 0003   Differentiated Instruction In Content Reading,0003-LEC Main Sess,Staff,28,16,12,0,0
8429,CIS 3360 - 0001   Principles Of Information Security,0001-LEC 1st Mon Sp,Staff,40,0,40,0,0
8426,CIS 3360 - 0002   Principles Of Information Security,0002-LEC Main Sess,Staff,30,18,12,0,0
8427,CIS 3360 - 0003   Principles Of Information Security,0003-LEC Main Sess,Staff,28,13,15,0,0
8428,CIS 3360 - 0004   Principles Of Information Security,0004-LEC Main Sess,Staff,28,17,11,0,0
9641,EDG 3321 - 0002   General Teaching Skills,0002-LEC Conversion,Staff,32,0,32,0,0
9638,EDG 3321 - 0003   General Teaching Skills,0003-LEC Main Sess,Staff,21,17,4,0,0
9639,EDG 3321 - 0004   General Teaching Skills,0004-LEC Main Sess,Staff,21,0,21,0,0
9642,EDG 3321 - 0005   General Teaching Skills,0005-LEC 1st Mon Sp,Staff,21,0,21,0,0
9643,EDG 3321 - 0006   General Teaching Skills,0006-LEC 1st Mon Sp,Staff,21,18,3,0,0
12100,EEC 3301 - 0001   General Teaching Methods For Early Childhood Education,0001-LEC Main Sess,Staff,25,0,25,0,0
12103,EEC 3301 - 0002   General Teaching Methods For Early Childhood Education,0002-LEC Main Sess,Staff,30,15,15,0,0
12102,EEC 3301 - 0003   General Teaching Methods For Early Childhood Education,0003-LEC Main Sess,Staff,30,0,30,0,0
12101,EEC 3301 - 0004   General Teaching Methods For Early Childhood Education,0004-LEC Main Sess,Staff,30,15,15,0,0
15311,MAN 3301 - 0001   Human Resource Management,0001-LEC Main Sess,Staff,30,10,20,0,0
15325,MAN 3301 - 0002   Human Resource Management,0002-LEC Conversion,Staff,30,0,30,0,0
15324,MAN 3301 - 0003   Human Resource Management,0003-LEC Conversion,Staff,30,0,30,0,0
15323,MAN 3301 - 0004   Human Resource Management,0004-LEC Conversion,Staff,30,25,5,0,0
15312,MAN 3301 - 0005   Human Resource Management,0005-LEC Main Sess,Staff,35,24,11,0,0
15329,MAN 3301 - 0006   Human Resource Management,0006-LEC Weekend,Staff,35,0,35,0,0
15313,MAN 3301 - 0007   Human Resource Management,0007-LEC Main Sess,Staff,25,0,25,0,0
15327,MAN 3301 - 0008   Human Resource Management,0008-LEC Conversion,Staff,35,0,35,0,0
15314,MAN 3301 - 0009   Human Resource Management,0009-LEC Main Sess,Staff,30,16,14,0,0
15328,MAN 3301 - 0010   Human Resource Management,0010-LEC 1st Mon Sp,Staff,30,25,5,0,0
15326,MAN 3301 - 0011   Human Resource Management,0011-LEC Conversion,Staff,30,17,13,0,0
15320,MAN 3301 - 0012   Human Resource Management,0012-LEC Eight Wk 1,Staff,30,29,1,0,0
15315,MAN 3301 - 0013   Human Resource Management,0013-LEC Main Sess,Staff,25,13,12,0,0
15317,MAN 3301 - 0014   Human Resource Management,0014-LEC Main Sess,Staff,30,0,30,0,0
15316,MAN 3301 - 0015   Human Resource Management,0015-LEC Main Sess,Staff,30,16,14,0,0
15322,MAN 3301 - 0016   Human Resource Management,0016-LEC Eight Wk 2,Staff,30,0,30,0,0
15321,MAN 3301 - 0017   Human Resource Management,0017-LEC Eight Wk 2,Staff,30,0,30,0,0
15318,MAN 3301 - 0018   Human Resource Management,0018-LEC Eight Wk 1,Staff,30,0,30,0,0
15319,MAN 3301 - 0019   Human Resource Management,0019-LEC Eight Wk 1,Staff,30,24,6,0,0
13962,NUR 3289 - 0001   Foundations Of Gerontology,0001-LEC Main Sess,Staff,30,14,16,0,0
13963,NUR 3289 - 0002   Foundations Of Gerontology,0002-LEC Conversion,Staff,30,0,30,0,0
13964,NUR 3289 - 0003   Foundations Of Gerontology,0003-LEC Conversion,Staff,30,9,21,0,0
12653,TSL 3243 - 0001   Esol I: Second Language Acquisition· Communication· And Culture,0001-LEC Conversion,Staff,28,18,10,0,0
12651,TSL 3243 - 0002   Esol I: Second Language Acquisition· Communication· And Culture,0002-LEC Main Sess,Staff,21,0,21,0,0
12652,TSL 3243 - 0003   Esol I: Second Language Acquisition· Communication· And Culture,0003-LEC Main Sess,Staff,28,26,2,0,0
11872,MAN 3240 - 0001   Organizational Behavior,0001-LEC Main Sess,Staff,30,10,20,0,0
11887,MAN 3240 - 0002   Organizational Behavior,0002-LEC Conversion,Staff,40,32,8,0,0
11881,MAN 3240 - 0003   Organizational Behavior,0003-LEC Eight Wk 1,Staff,30,0,30,0,0
11885,MAN 3240 - 0004   Organizational Behavior,0004-LEC Eight Wk 2,Staff,30,0,30,0,0
11873,MAN 3240 - 0005   Organizational Behavior,0005-LEC Main Sess,Staff,30,17,13,0,0
11874,MAN 3240 - 0006   Organizational Behavior,0006-LEC Main Sess,Staff,25,19,6,0,0
11889,MAN 3240 - 0007   Organizational Behavior,0007-LEC Weekend,Staff,36,0,36,0,0
11875,MAN 3240 - 0008   Organizational Behavior,0008-LEC Main Sess,Staff,30,15,15,0,0
11888,MAN 3240 - 0009   Organizational Behavior,0009-LEC 1st Mon Sp,Staff,30,29,1,0,0
11886,MAN 3240 - 0010   Organizational Behavior,0010-LEC Conversion,Staff,30,16,14,0,0
11884,MAN 3240 - 0011   Organizational Behavior,0011-LEC Eight Wk 2,Staff,30,28,2,0,0
11876,MAN 3240 - 0012   Organizational Behavior,0012-LEC Main Sess,Staff,30,0,30,0,0
11878,MAN 3240 - 0013   Organizational Behavior,0013-LEC Main Sess,Staff,25,6,19,0,0
11877,MAN 3240 - 0014   Organizational Behavior,0014-LEC Main Sess,Staff,21,16,5,0,0
11883,MAN 3240 - 0015   Organizational Behavior,0015-LEC Eight Wk 2,Staff,30,9,21,0,0
11882,MAN 3240 - 0016   Organizational Behavior,0016-LEC Eight Wk 2,Staff,30,0,30,0,0
11879,MAN 3240 - 0017   Organizational Behavior,0017-LEC Eight Wk 1,Staff,30,6,24,0,0
11880,MAN 3240 - 0018   Organizational Behavior,0018-LEC Eight Wk 1,Staff,30,0,30,0,0
10297,EEX 3226 - 0001   Assessment Of All Young Children,0001-LEC Main Sess,Staff,25,16,9,0,0
10296,EEX 3226 - 0002   Assessment Of All Young Children,0002-LEC Main Sess,Staff,30,17,13,0,0
6631,EEC 3212 - 0001   Integrated Social Sciences· Humanities· And Arts,0001-LEC Main Sess,Staff,25,10,15,0,0
6633,EEC 3212 - 0002   Integrated Social Sciences· Humanities· And Arts,0002-LEC Main Sess,Staff,25,0,25,0,0
6632,EEC 3212 - 0003   Integrated Social Sciences· Humanities· And Arts,0003-LEC Main Sess,Staff,30,15,15,0,0
9227,EEC 3211 - 0001   Science· Technology· And Mathematics (Stem) Methods For Ece I,0001-LEC Main Sess,Staff,25,15,10,0,0
9226,EEC 3211 - 0002   Science· Technology· And Mathematics (Stem) Methods For Ece I,0002-LEC Main Sess,Staff,20,16,4,0,0
13847,MSL 3202 - 0001   Leadership And Ethics,0001-LEC Main Sess,Staff,30,2,28,0,0
14637,HSC 3181 - 0001   Alternative Medicine Strategies,0001-LEC Main Sess,Staff,15,4,11,0,0
13961,NUR 3178 - 0001   Complementary And Alternative Health Care,0001-LEC Main Sess,Staff,30,0,30,0,0
13960,NUR 3178 - 0002   Complementary And Alternative Health Care,0002-LEC Main Sess,Staff,30,29,1,0,0
14886,NUR 3165 - 0001   Nursing Research,0001-LEC Main Sess,Staff,30,0,30,0,0
14895,NUR 3165 - 0003   Nursing Research,0003-LEC Conversion,Staff,40,0,40,0,0
14889,NUR 3165 - 0004   Nursing Research,0004-LEC Conversion,Staff,40,6,34,0,0
14891,NUR 3165 - 0005   Nursing Research,0005-LEC Conversion,Staff,40,14,26,0,0
14894,NUR 3165 - 0006   Nursing Research,0006-LEC Conversion,Staff,40,0,40,0,0
14893,NUR 3165 - 0007   Nursing Research,0007-LEC Conversion,Staff,40,30,10,0,0
14892,NUR 3165 - 0008   Nursing Research,0008-LEC Conversion,Staff,40,0,40,0,0
14890,NUR 3165 - 0009   Nursing Research,0009-LEC Conversion,Staff,30,0,30,0,0
14888,NUR 3165 - 0010   Nursing Research,0010-LEC Conversion,Staff,20,12,8,0,0
13238,TRA 3132 - 0001   Purchasing And Inventory Management,0001-LEC Eight Wk 1,Staff,30,19,11,0,0
11279,HSC 3131 - 0001   Client Education In Health Care,0001-LEC Main Sess,Staff,15,4,11,0,0
11281,EEX 3120 - 0001   Language Development And Communication Disorders,0001-LEC Main Sess,Staff,30,0,30,0,0
11283,EEX 3120 - 0002   Language Development And Communication Disorders,0002-LEC Main Sess,Staff,21,0,21,0,0
7621,CJE 3115 - 0001   Police And Society,0001-LEC Twelve Wk,Staff,60,50,10,0,0
9330,EDF 3115 - 0001   Child Development For Inclusive Settings,0001-LEC Main Sess,Staff,30,8,22,0,0
9332,EDF 3115 - 0002   Child Development For Inclusive Settings,0002-LEC Main Sess,Staff,30,0,30,0,0
9331,EDF 3115 - 0003   Child Development For Inclusive Settings,0003-LEC Main Sess,Staff,20,18,2,0,0
5904,CJE 3110 - 0001   Law Enforcement Systems,0001-LEC Main Sess,Staff,60,46,14,0,0
11365,MAD 3107 - 0001   Discrete Structures,0001-LEC Main Sess,Staff,15,4,11,0,0
13818,MAS 3105 - 0001   Linear Algebra,0001-LEC Main Sess,Staff,20,7,13,0,0
13239,TSL 3080 - 0001   Esol In Ece I,0001-LEC Main Sess,Staff,25,0,25,0,0
13241,TSL 3080 - 0002   Esol In Ece I,0002-LEC Main Sess,Staff,30,14,16,0,0
13240,TSL 3080 - 0003   Esol In Ece I,0003-LEC Main Sess,Staff,30,15,15,0,0
8031,EEX 3071 - 0001   Teaching Exceptional And Diverse Populations In Inclusive Settings,0001-LEC 1st Mon Sp,Staff,25,0,25,0,0
8030,EEX 3071 - 0002   Teaching Exceptional And Diverse Populations In Inclusive Settings,0002-LEC 1st Mon Sp,Staff,25,22,3,0,0
8029,EEX 3071 - 0003   Teaching Exceptional And Diverse Populations In Inclusive Settings,0003-LEC Main Sess,Staff,25,20,5,0,0
16787,NUR 3069 - 0001   Advanced Health Assessment,0001-LEC Main Sess,Staff,30,16,14,0,0
16785,NUR 3069 - 0003   Advanced Health Assessment,0003-LEC Main Sess,Staff,30,29,1,0,0
16790,NUR 3069 - 0004   Advanced Health Assessment,0004-LEC Conversion,Staff,20,19,1,0,0
16799,NUR 3069 - 0005   Advanced Health Assessment,0005-LEC Conversion,Staff,20,0,20,0,0
16794,NUR 3069 - 0006   Advanced Health Assessment,0006-LEC Conversion,Staff,20,11,9,0,0
16791,NUR 3069 - 0008   Advanced Health Assessment,0008-LEC Conversion,Staff,20,0,20,0,0
16796,NUR 3069 - 0009   Advanced Health Assessment,0009-LEC Conversion,Staff,20,0,20,0,0
16789,NUR 3069 - 0010   Advanced Health Assessment,0010-LEC Conversion,Staff,20,0,20,0,0
16800,NUR 3069 - 0011   Advanced Health Assessment,0011-LEC Conversion,Staff,20,0,20,0,0
16798,NUR 3069 - 0013   Advanced Health Assessment,0013-LEC Conversion,Staff,20,0,20,0,0
16797,NUR 3069 - 0014   Advanced Health Assessment,0014-LEC Conversion,Staff,30,9,21,0,0
16788,NUR 3069 - 0015   Advanced Health Assessment,0015-LEC Conversion,Staff,20,0,20,0,0
16793,NUR 3069 - 0016   Advanced Health Assessment,0016-LEC Conversion,Staff,30,0,30,0,0
13505,MAN 3065 - 0001   Business Ethics,0001-LEC Conversion,Staff,30,18,12,0,0
13490,MAN 3065 - 0004   Business Ethics,0004-LEC Main Sess,Staff,45,34,11,0,0
13507,MAN 3065 - 0005   Business Ethics,0005-LEC Weekend,Staff,30,0,30,0,0
13491,MAN 3065 - 0006   Business Ethics,0006-LEC Main Sess,Staff,25,15,10,0,0
13492,MAN 3065 - 0007   Business Ethics,0007-LEC Main Sess,Staff,25,12,13,0,0
13504,MAN 3065 - 0008   Business Ethics,0008-LEC Conversion,Staff,30,0,30,0,0
13493,MAN 3065 - 0009   Business Ethics,0009-LEC Main Sess,Staff,30,12,18,0,0
13496,MAN 3065 - 0010   Business Ethics,0010-LEC Twelve Wk,Staff,30,27,3,0,0
13494,MAN 3065 - 0011   Business Ethics,0011-LEC Main Sess,Staff,30,0,30,0,0
13499,MAN 3065 - 0012   Business Ethics,0012-LEC Eight Wk 1,Staff,30,23,7,0,0
13495,MAN 3065 - 0013   Business Ethics,0013-LEC Main Sess,Staff,25,13,12,0,0
13506,MAN 3065 - 0014   Business Ethics,0014-LEC 1st Mon Sp,Staff,30,16,14,0,0
13508,MAN 3065 - 0015   Business Ethics,0015-LEC Weekend,Staff,30,0,30,0,0
13501,MAN 3065 - 0016   Business Ethics,0016-LEC Eight Wk 2,Staff,34,0,34,0,0
13498,MAN 3065 - 0017   Business Ethics,0017-LEC Eight Wk 1,Staff,30,0,30,0,0
13497,MAN 3065 - 0018   Business Ethics,0018-LEC Eight Wk 1,Staff,30,19,11,0,0
13500,MAN 3065 - 0019   Business Ethics,0019-LEC Eight Wk 2,Staff,15,0,15,0,0
14911,PCB 3060 - 0001   Principles Of Genetics,0001-LEC Main Sess,Staff,24,23,1,0,0
14913,PCB 3060 - 0002   Principles Of Genetics,0002-LEC Main Sess,Staff,24,0,24,0,0
14912,PCB 3060 - 0003   Principles Of Genetics,0003-LEC Main Sess,Staff,24,0,24,0,0
11381,HSC 3057 - 0001   Introduction To Research Methods In Health Care,0001-LEC Weekend,Staff,20,4,16,0,0
10491,NUR 3045 - 0001   Culture In Nursing Practice,0001-LEC Main Sess,Staff,30,29,1,0,0
10492,NUR 3045 - 0002   Culture In Nursing Practice,0002-LEC Main Sess,Staff,30,24,6,0,0
10499,NUR 3045 - 0003   Culture In Nursing Practice,0003-LEC Conversion,Staff,30,0,30,0,0
10498,NUR 3045 - 0004   Culture In Nursing Practice,0004-LEC Conversion,Staff,30,18,12,0,0
10495,NUR 3045 - 0006   Culture In Nursing Practice,0006-LEC Conversion,Staff,40,9,31,0,0
10496,NUR 3045 - 0007   Culture In Nursing Practice,0007-LEC Conversion,Staff,40,26,14,0,0
10500,NUR 3045 - 0008   Culture In Nursing Practice,0008-LEC Conversion,Staff,40,19,21,0,0
10497,NUR 3045 - 0009   Culture In Nursing Practice,0009-LEC Conversion,Staff,40,0,40,0,0
10493,NUR 3045 - 0010   Culture In Nursing Practice,0010-LEC Conversion,Staff,30,0,30,0,0
5946,CJL 3044 - 0001   Civil Law,0001-LEC Twelve Wk,Staff,60,59,1,0,0
8266,CCJ 3032 - 0001   Crime And The Media,0001-LEC Twelve Wk,Staff,40,0,40,0,0
8265,CCJ 3032 - 0003   Crime And The Media,0003-LEC Main Sess,Staff,36,16,20,0,0
8267,CCJ 3032 - 0004   Crime And The Media,0004-LEC Eight Wk 1,Staff,30,22,8,0,0
12806,MAN 3025 - 0002   Organization Management,0002-LEC Eight Wk 1,Staff,30,12,18,0,0
12811,MAN 3025 - 0003   Organization Management,0003-LEC Conversion,Staff,30,28,2,0,0
12800,MAN 3025 - 0004   Organization Management,0004-LEC Main Sess,Staff,45,30,15,0,0
12801,MAN 3025 - 0005   Organization Management,0005-LEC Main Sess,Staff,25,0,25,0,0
12814,MAN 3025 - 0006   Organization Management,0006-LEC Weekend,Staff,36,18,18,0,0
12812,MAN 3025 - 0007   Organization Management,0007-LEC Conversion,Staff,30,0,30,0,0
12809,MAN 3025 - 0008   Organization Management,0008-LEC Eight Wk 2,Staff,30,14,16,0,0
12802,MAN 3025 - 0009   Organization Management,0009-LEC Main Sess,Staff,30,16,14,0,0
12803,MAN 3025 - 0010   Organization Management,0010-LEC Main Sess,Staff,25,15,10,0,0
12813,MAN 3025 - 0011   Organization Management,0011-LEC 1st Mon Sp,Staff,21,18,3,0,0
12810,MAN 3025 - 0012   Organization Management,0012-LEC Eight Wk 2,Staff,30,18,12,0,0
12807,MAN 3025 - 0013   Organization Management,0013-LEC Eight Wk 2,Staff,30,0,30,0,0
12808,MAN 3025 - 0014   Organization Management,0014-LEC Eight Wk 2,Staff,33,28,5,0,0
12805,MAN 3025 - 0015   Organization Management,0015-LEC Eight Wk 1,Staff,30,0,30,0,0
7066,BCH 3023 - 0003   Introductory Biochemistry,0003-LEC 1st Mon Sp,Staff,20,0,20,0,0
8269,MCB 3023 - 0001   Principles Of Microbiology,0001-LEC Main Sess,Staff,40,25,15,0,0
8268,MCB 3023 - 0002   Principles Of Microbiology,0002-LEC Main Sess,Staff,24,13,11,0,0
15799,ZOO 3021 - 0001   Survey Of Animal Diversity,0001-LEC Twelve Wk,Staff,1,0,1,0,0
