Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
7002,InterAmerican Campus,CHM 1046 - 0016   General Chemistry And Qualitative Analysis,0016-LEC Main Sess,Staff,37,14,23,0,0
7014,Hialeah Campus,CHM 1046 - 0017   General Chemistry And Qualitative Analysis,0017-LEC Main Sess,Staff,30,23,7,0,0
8452,North Campus,CHM 1046L - 0001   General Chemistry & Qualitative Analysis Lab,0001-LAB Main Sess,Staff,24,20,4,0,0
8480,North Campus,CHM 1046L - 0002   General Chemistry & Qualitative Analysis Lab,0002-LAB Twelve Wk,Staff,24,0,24,0,0
8453,North Campus,CHM 1046L - 0003   General Chemistry & Qualitative Analysis Lab,0003-LAB Main Sess,Staff,24,20,4,0,0
8455,North Campus,CHM 1046L - 0004   General Chemistry & Qualitative Analysis Lab,0004-LAB Main Sess,Staff,24,23,1,0,0
8454,North Campus,CHM 1046L - 0005   General Chemistry & Qualitative Analysis Lab,0005-LAB Main Sess,Staff,24,20,4,0,0
8459,North Campus,CHM 1046L - 0006   General Chemistry & Qualitative Analysis Lab,0006-LAB Main Sess,Staff,24,23,1,0,0
8485,North Campus,CHM 1046L - 0007   General Chemistry & Qualitative Analysis Lab,0007-LAB Weekend,Staff,24,22,2,0,0
8481,North Campus,CHM 1046L - 0008   General Chemistry & Qualitative Analysis Lab,0008-LAB Twelve Wk,Staff,24,0,24,0,0
8460,North Campus,CHM 1046L - 0009   General Chemistry & Qualitative Analysis Lab,0009-LAB Main Sess,Staff,24,19,5,0,0
8461,North Campus,CHM 1046L - 0010   General Chemistry & Qualitative Analysis Lab,0010-LAB Main Sess,Staff,24,0,24,0,0
8462,Kendall Campus,CHM 1046L - 0011   General Chemistry & Qualitative Analysis Lab,0011-LAB Main Sess,Staff,18,10,8,0,0
8464,Kendall Campus,CHM 1046L - 0013   General Chemistry & Qualitative Analysis Lab,0013-LAB Main Sess,Staff,16,11,5,0,0
8484,Kendall Campus,CHM 1046L - 0014   General Chemistry & Qualitative Analysis Lab,0014-LAB Weekend,Staff,18,9,9,0,0
8465,Kendall Campus,CHM 1046L - 0015   General Chemistry & Qualitative Analysis Lab,0015-LAB Main Sess,Staff,16,12,4,0,0
8466,Kendall Campus,CHM 1046L - 0016   General Chemistry & Qualitative Analysis Lab,0016-LAB Main Sess,Staff,16,14,2,0,0
8467,Kendall Campus,CHM 1046L - 0017   General Chemistry & Qualitative Analysis Lab,0017-LAB Main Sess,Staff,18,11,7,0,0
8468,Kendall Campus,CHM 1046L - 0018   General Chemistry & Qualitative Analysis Lab,0018-LAB Main Sess,Staff,18,15,3,0,0
8470,Kendall Campus,CHM 1046L - 0020   General Chemistry & Qualitative Analysis Lab,0020-LAB Main Sess,Staff,18,14,4,0,0
8471,Kendall Campus,CHM 1046L - 0021   General Chemistry & Qualitative Analysis Lab,0021-LAB Main Sess,Staff,16,8,8,0,0
8472,Kendall Campus,CHM 1046L - 0022   General Chemistry & Qualitative Analysis Lab,0022-LAB Main Sess,Staff,16,13,3,0,0
8475,Wolfson Campus,CHM 1046L - 0025   General Chemistry & Qualitative Analysis Lab,0025-LAB Main Sess,Staff,20,16,4,0,0
8477,Homestead Campus,CHM 1046L - 0027   General Chemistry & Qualitative Analysis Lab,0027-LAB Main Sess,Staff,24,0,24,0,0
8478,Homestead Campus,CHM 1046L - 0028   General Chemistry & Qualitative Analysis Lab,0028-LAB Main Sess,Staff,24,0,24,0,0
8482,Homestead Campus,CHM 1046L - 0029   General Chemistry & Qualitative Analysis Lab,0029-LAB Conversion,Staff,24,14,10,0,0
8479,InterAmerican Campus,CHM 1046L - 0030   General Chemistry & Qualitative Analysis Lab,0030-LAB Main Sess,Staff,20,12,8,0,0
8458,InterAmerican Campus,CHM 1046L - 0031   General Chemistry & Qualitative Analysis Lab,0031-LAB Main Sess,Staff,20,13,7,0,0
8457,InterAmerican Campus,CHM 1046L - 0033   General Chemistry & Qualitative Analysis Lab,0033-LAB Main Sess,Staff,20,18,2,0,0
8456,Hialeah Campus,CHM 1046L - 0034   General Chemistry & Qualitative Analysis Lab,0034-LAB Main Sess,Staff,24,17,7,0,0
5863,North Campus,CHM 1045 - 0001   General Chemistry And Qualitative Analysis,0001-LEC Main Sess,Staff,40,30,10,0,0
5864,North Campus,CHM 1045 - 0002   General Chemistry And Qualitative Analysis,0002-LEC Main Sess,Staff,45,43,2,0,0
5869,North Campus,CHM 1045 - 0004   General Chemistry And Qualitative Analysis,0004-LEC Main Sess,Staff,40,38,2,0,0
5891,North Campus,CHM 1045 - 0005   General Chemistry And Qualitative Analysis,0005-LEC Twelve Wk,Staff,48,42,6,0,0
5893,North Campus,CHM 1045 - 0006   General Chemistry And Qualitative Analysis,0006-LEC Twelve Wk,Staff,40,0,40,0,0
5870,North Campus,CHM 1045 - 0007   General Chemistry And Qualitative Analysis,0007-LEC Main Sess,Staff,40,38,2,0,0
5871,North Campus,CHM 1045 - 0008   General Chemistry And Qualitative Analysis,0008-LEC Main Sess,Staff,40,31,9,0,0
5872,Kendall Campus,CHM 1045 - 0010   General Chemistry And Qualitative Analysis,0010-LEC Main Sess,Staff,110,93,17,0,0
5873,Kendall Campus,CHM 1045 - 0011   General Chemistry And Qualitative Analysis,0011-LEC Main Sess,Staff,110,80,30,0,0
5875,Kendall Campus,CHM 1045 - 0013   General Chemistry And Qualitative Analysis,0013-LEC Main Sess,Staff,110,108,2,0,0
5876,Kendall Campus,CHM 1045 - 0014   General Chemistry And Qualitative Analysis,0014-LEC Main Sess,Staff,45,16,29,0,0
5877,Kendall Campus,CHM 1045 - 0015   General Chemistry And Qualitative Analysis,0015-LEC Main Sess,Staff,40,0,40,0,0
5878,Wolfson Campus,CHM 1045 - 0016   General Chemistry And Qualitative Analysis,0016-LEC Main Sess,Staff,45,38,7,0,0
5879,Wolfson Campus,CHM 1045 - 0017   General Chemistry And Qualitative Analysis,0017-LEC Main Sess,Staff,45,25,20,0,0
5880,Wolfson Campus,CHM 1045 - 0018   General Chemistry And Qualitative Analysis,0018-LEC Main Sess,Staff,45,41,4,0,0
5882,Wolfson Campus,CHM 1045 - 0020   General Chemistry And Qualitative Analysis,0020-LEC Main Sess,Staff,32,29,3,0,0
5883,Wolfson Campus,CHM 1045 - 0021   General Chemistry And Qualitative Analysis,0021-LEC Main Sess,Staff,45,40,5,0,0
5884,Homestead Campus,CHM 1045 - 0022   General Chemistry And Qualitative Analysis,0022-LEC Main Sess,Staff,39,0,39,0,0
5886,InterAmerican Campus,CHM 1045 - 0024   General Chemistry And Qualitative Analysis,0024-LEC Main Sess,Staff,40,28,12,0,0
5887,InterAmerican Campus,CHM 1045 - 0025   General Chemistry And Qualitative Analysis,0025-LEC Main Sess,Staff,40,37,3,0,0
5888,InterAmerican Campus,CHM 1045 - 0026   General Chemistry And Qualitative Analysis,0026-LEC Main Sess,Staff,25,18,7,0,0
5889,InterAmerican Campus,CHM 1045 - 0027   General Chemistry And Qualitative Analysis,0027-LEC Main Sess,Staff,35,32,3,0,0
5867,Hialeah Campus,CHM 1045 - 0029   General Chemistry And Qualitative Analysis,0029-LEC Main Sess,Staff,30,0,30,0,0
5866,Hialeah Campus,CHM 1045 - 0030   General Chemistry And Qualitative Analysis,0030-LEC Main Sess,Staff,38,34,4,0,0
5865,Hialeah Campus,CHM 1045 - 0032   General Chemistry And Qualitative Analysis,0032-LEC Main Sess,Staff,44,43,1,0,0
5434,North Campus,CHM 1045L - 0002   General Chemistry And Qualitative Analysis Lab,0002-LAB Main Sess,Staff,24,0,24,0,0
5481,North Campus,CHM 1045L - 0003   General Chemistry And Qualitative Analysis Lab,0003-LAB Twelve Wk,Staff,24,22,2,0,0
5452,North Campus,CHM 1045L - 0004   General Chemistry And Qualitative Analysis Lab,0004-LAB Main Sess,Staff,24,23,1,0,0
5455,North Campus,CHM 1045L - 0007   General Chemistry And Qualitative Analysis Lab,0007-LAB Main Sess,Staff,24,21,3,0,0
5442,North Campus,CHM 1045L - 0008   General Chemistry And Qualitative Analysis Lab,0008-LAB Main Sess,Staff,24,21,3,0,0
5477,North Campus,CHM 1045L - 0009   General Chemistry And Qualitative Analysis Lab,0009-LAB Twelve Wk,Staff,24,21,3,0,0
5480,North Campus,CHM 1045L - 0010   General Chemistry And Qualitative Analysis Lab,0010-LAB Twelve Wk,Staff,24,0,24,0,0
5456,North Campus,CHM 1045L - 0011   General Chemistry And Qualitative Analysis Lab,0011-LAB Main Sess,Staff,24,18,6,0,0
5441,North Campus,CHM 1045L - 0012   General Chemistry And Qualitative Analysis Lab,0012-LAB Main Sess,Staff,24,20,4,0,0
5457,North Campus,CHM 1045L - 0013   General Chemistry And Qualitative Analysis Lab,0013-LAB Main Sess,Staff,24,23,1,0,0
5478,North Campus,CHM 1045L - 0015   General Chemistry And Qualitative Analysis Lab,0015-LAB Twelve Wk,Staff,24,0,24,0,0
5458,Kendall Campus,CHM 1045L - 0016   General Chemistry And Qualitative Analysis Lab,0016-LAB Main Sess,Staff,24,19,5,0,0
5460,Kendall Campus,CHM 1045L - 0018   General Chemistry And Qualitative Analysis Lab,0018-LAB Main Sess,Staff,24,20,4,0,0
5439,Kendall Campus,CHM 1045L - 0020   General Chemistry And Qualitative Analysis Lab,0020-LAB Main Sess,Staff,18,15,3,0,0
5492,Kendall Campus,CHM 1045L - 0021   General Chemistry And Qualitative Analysis Lab,0021-LAB Weekend,Staff,18,14,4,0,0
5483,Kendall Campus,CHM 1045L - 0022   General Chemistry And Qualitative Analysis Lab,0022-LAB Conversion,Staff,24,0,24,0,0
5461,Kendall Campus,CHM 1045L - 0023   General Chemistry And Qualitative Analysis Lab,0023-LAB Main Sess,Staff,18,17,1,0,0
5462,Kendall Campus,CHM 1045L - 0024   General Chemistry And Qualitative Analysis Lab,0024-LAB Main Sess,Staff,24,12,12,0,0
5463,Kendall Campus,CHM 1045L - 0025   General Chemistry And Qualitative Analysis Lab,0025-LAB Main Sess,Staff,24,14,10,0,0
5484,Kendall Campus,CHM 1045L - 0026   General Chemistry And Qualitative Analysis Lab,0026-LAB Conversion,Staff,18,15,3,0,0
5465,Kendall Campus,CHM 1045L - 0029   General Chemistry And Qualitative Analysis Lab,0029-LAB Main Sess,Staff,18,11,7,0,0
5466,Kendall Campus,CHM 1045L - 0030   General Chemistry And Qualitative Analysis Lab,0030-LAB Main Sess,Staff,18,17,1,0,0
5467,Kendall Campus,CHM 1045L - 0031   General Chemistry And Qualitative Analysis Lab,0031-LAB Main Sess,Staff,18,14,4,0,0
5469,Kendall Campus,CHM 1045L - 0033   General Chemistry And Qualitative Analysis Lab,0033-LAB Main Sess,Staff,18,15,3,0,0
5470,Kendall Campus,CHM 1045L - 0034   General Chemistry And Qualitative Analysis Lab,0034-LAB Main Sess,Staff,18,13,5,0,0
5471,Kendall Campus,CHM 1045L - 0035   General Chemistry And Qualitative Analysis Lab,0035-LAB Main Sess,Staff,18,6,12,0,0
5472,Kendall Campus,CHM 1045L - 0036   General Chemistry And Qualitative Analysis Lab,0036-LAB Main Sess,Staff,18,12,6,0,0
5473,Kendall Campus,CHM 1045L - 0037   General Chemistry And Qualitative Analysis Lab,0037-LAB Main Sess,Staff,18,15,3,0,0
5474,Kendall Campus,CHM 1045L - 0038   General Chemistry And Qualitative Analysis Lab,0038-LAB Main Sess,Staff,16,0,16,0,0
5486,Kendall Campus,CHM 1045L - 0040   General Chemistry And Qualitative Analysis Lab,0040-LAB Conversion,Staff,18,16,2,0,0
5475,Kendall Campus,CHM 1045L - 0041   General Chemistry And Qualitative Analysis Lab,0041-LAB Main Sess,Staff,16,10,6,0,0
5476,Wolfson Campus,CHM 1045L - 0042   General Chemistry And Qualitative Analysis Lab,0042-LAB Main Sess,Staff,20,18,2,0,0
5489,Wolfson Campus,CHM 1045L - 0044   General Chemistry And Qualitative Analysis Lab,0044-LAB 1st Mon Sp,Staff,20,19,1,0,0
5488,Wolfson Campus,CHM 1045L - 0045   General Chemistry And Qualitative Analysis Lab,0045-LAB 1st Mon Sp,Staff,20,19,1,0,0
5451,Wolfson Campus,CHM 1045L - 0046   General Chemistry And Qualitative Analysis Lab,0046-LAB Main Sess,Staff,20,18,2,0,0
5437,Wolfson Campus,CHM 1045L - 0047   General Chemistry And Qualitative Analysis Lab,0047-LAB Main Sess,Staff,20,19,1,0,0
5493,Wolfson Campus,CHM 1045L - 0048   General Chemistry And Qualitative Analysis Lab,0048-LAB Weekend,Staff,20,13,7,0,0
5450,Wolfson Campus,CHM 1045L - 0050   General Chemistry And Qualitative Analysis Lab,0050-LAB Main Sess,Staff,20,13,7,0,0
5449,Homestead Campus,CHM 1045L - 0051   General Chemistry And Qualitative Analysis Lab,0051-LAB Main Sess,Staff,24,23,1,0,0
5448,Homestead Campus,CHM 1045L - 0052   General Chemistry And Qualitative Analysis Lab,0052-LAB Main Sess,Staff,24,17,7,0,0
5436,Homestead Campus,CHM 1045L - 0053   General Chemistry And Qualitative Analysis Lab,0053-LAB Main Sess,Staff,24,0,24,0,0
5447,InterAmerican Campus,CHM 1045L - 0054   General Chemistry And Qualitative Analysis Lab,0054-LAB Main Sess,Staff,20,17,3,0,0
5491,InterAmerican Campus,CHM 1045L - 0055   General Chemistry And Qualitative Analysis Lab,0055-LAB 1st Mon Sp,Staff,20,16,4,0,0
5446,InterAmerican Campus,CHM 1045L - 0056   General Chemistry And Qualitative Analysis Lab,0056-LAB Main Sess,Staff,20,15,5,0,0
5445,InterAmerican Campus,CHM 1045L - 0057   General Chemistry And Qualitative Analysis Lab,0057-LAB Main Sess,Staff,20,18,2,0,0
5435,InterAmerican Campus,CHM 1045L - 0058   General Chemistry And Qualitative Analysis Lab,0058-LAB Main Sess,Staff,20,18,2,0,0
5444,Hialeah Campus,CHM 1045L - 0059   General Chemistry And Qualitative Analysis Lab,0059-LAB Main Sess,Staff,24,21,3,0,0
5494,Hialeah Campus,CHM 1045L - 0060   General Chemistry And Qualitative Analysis Lab,0060-LAB Weekend,Staff,24,22,2,0,0
5490,Hialeah Campus,CHM 1045L - 0061   General Chemistry And Qualitative Analysis Lab,0061-LAB 1st Mon Sp,Staff,24,22,2,0,0
11387,North Campus,IDS 1044 - 0001   Leadership Seminar,0001-LEC Twelve Wk,Staff,30,25,5,0,0
11384,Kendall Campus,IDS 1044 - 0002   Leadership Seminar,0002-LEC Main Sess,Staff,150,0,150,0,0
11385,Kendall Campus,IDS 1044 - 0003   Leadership Seminar,0003-LEC Main Sess,Staff,150,0,150,0,0
11386,Wolfson Campus,IDS 1044 - 0004   Leadership Seminar,0004-LEC Main Sess,Staff,47,0,47,0,0
16342,Wolfson Campus,MKA 1041 - 0001   Principles Of Retailing,0001-LEC Main Sess,Staff,34,9,25,0,0
8997,Medical Campus,MLT 1040L - 0001   Introduction To Medical Laboratory Technology,0001-LAB Main Sess,Staff,20,19,1,0,0
8996,Medical Campus,MLT 1040L - 0002   Introduction To Medical Laboratory Technology,0002-LAB Main Sess,Staff,15,9,6,0,0
9354,North Campus,CHM 1033 - 0001   Chemistry For Health Sciences,0001-LEC Main Sess,Staff,42,32,10,0,0
9355,North Campus,CHM 1033 - 0002   Chemistry For Health Sciences,0002-LEC Main Sess,Staff,40,30,10,0,0
9364,North Campus,CHM 1033 - 0003   Chemistry For Health Sciences,0003-LEC Main Sess,Staff,45,41,4,0,0
9365,North Campus,CHM 1033 - 0004   Chemistry For Health Sciences,0004-LEC Main Sess,Staff,40,0,40,0,0
9366,North Campus,CHM 1033 - 0005   Chemistry For Health Sciences,0005-LEC Main Sess,Staff,40,0,40,0,0
9399,North Campus,CHM 1033 - 0006   Chemistry For Health Sciences,0006-LEC Weekend,Staff,40,34,6,0,0
9367,North Campus,CHM 1033 - 0007   Chemistry For Health Sciences,0007-LEC Main Sess,Staff,40,0,40,0,0
9368,North Campus,CHM 1033 - 0008   Chemistry For Health Sciences,0008-LEC Main Sess,Staff,40,25,15,0,0
9391,North Campus,CHM 1033 - 0009   Chemistry For Health Sciences,0009-LEC Twelve Wk,Staff,40,29,11,0,0
9392,North Campus,CHM 1033 - 0010   Chemistry For Health Sciences,0010-LEC Twelve Wk,Staff,40,39,1,0,0
9369,North Campus,CHM 1033 - 0011   Chemistry For Health Sciences,0011-LEC Main Sess,Staff,45,26,19,0,0
9370,North Campus,CHM 1033 - 0012   Chemistry For Health Sciences,0012-LEC Main Sess,Staff,115,107,8,0,0
9395,North Campus,CHM 1033 - 0013   Chemistry For Health Sciences,0013-LEC Weekend,Staff,40,0,40,0,0
9393,North Campus,CHM 1033 - 0014   Chemistry For Health Sciences,0014-LEC Conversion,Staff,40,10,30,0,0
9371,Kendall Campus,CHM 1033 - 0015   Chemistry For Health Sciences,0015-LEC Main Sess,Staff,110,103,7,0,0
9372,Kendall Campus,CHM 1033 - 0016   Chemistry For Health Sciences,0016-LEC Main Sess,Staff,110,96,14,0,0
9373,Kendall Campus,CHM 1033 - 0017   Chemistry For Health Sciences,0017-LEC Main Sess,Staff,110,105,5,0,0
9374,Kendall Campus,CHM 1033 - 0018   Chemistry For Health Sciences,0018-LEC Main Sess,Staff,110,74,36,0,0
9375,Kendall Campus,CHM 1033 - 0019   Chemistry For Health Sciences,0019-LEC Main Sess,Staff,110,107,3,0,0
9356,Kendall Campus,CHM 1033 - 0020   Chemistry For Health Sciences,0020-LEC Main Sess,Staff,25,0,25,0,0
9377,Kendall Campus,CHM 1033 - 0022   Chemistry For Health Sciences,0022-LEC Main Sess,Staff,30,0,30,0,0
9378,Wolfson Campus,CHM 1033 - 0023   Chemistry For Health Sciences,0023-LEC Main Sess,Staff,45,37,8,0,0
9379,Wolfson Campus,CHM 1033 - 0024   Chemistry For Health Sciences,0024-LEC Main Sess,Staff,45,43,2,0,0
9380,Wolfson Campus,CHM 1033 - 0025   Chemistry For Health Sciences,0025-LEC Main Sess,Staff,45,21,24,0,0
9396,Wolfson Campus,CHM 1033 - 0026   Chemistry For Health Sciences,0026-LEC Weekend,Staff,45,39,6,0,0
9381,Wolfson Campus,CHM 1033 - 0027   Chemistry For Health Sciences,0027-LEC Main Sess,Staff,45,25,20,0,0
9382,Homestead Campus,CHM 1033 - 0029   Chemistry For Health Sciences,0029-LEC Main Sess,Staff,39,27,12,0,0
9383,Homestead Campus,CHM 1033 - 0030   Chemistry For Health Sciences,0030-LEC Main Sess,Staff,39,0,39,0,0
9384,Homestead Campus,CHM 1033 - 0031   Chemistry For Health Sciences,0031-LEC Main Sess,Staff,39,15,24,0,0
9385,Homestead Campus,CHM 1033 - 0032   Chemistry For Health Sciences,0032-LEC Main Sess,Staff,39,0,39,0,0
9386,InterAmerican Campus,CHM 1033 - 0033   Chemistry For Health Sciences,0033-LEC Main Sess,Staff,40,39,1,0,0
9387,InterAmerican Campus,CHM 1033 - 0034   Chemistry For Health Sciences,0034-LEC Main Sess,Staff,35,33,2,0,0
9388,InterAmerican Campus,CHM 1033 - 0035   Chemistry For Health Sciences,0035-LEC Main Sess,Staff,40,0,40,0,0
9389,InterAmerican Campus,CHM 1033 - 0036   Chemistry For Health Sciences,0036-LEC Main Sess,Staff,40,36,4,0,0
9390,InterAmerican Campus,CHM 1033 - 0037   Chemistry For Health Sciences,0037-LEC Main Sess,Staff,40,36,4,0,0
9398,InterAmerican Campus,CHM 1033 - 0038   Chemistry For Health Sciences,0038-LEC Weekend,Staff,37,36,1,0,0
9394,InterAmerican Campus,CHM 1033 - 0039   Chemistry For Health Sciences,0039-LEC 1st Mon Sp,Staff,25,21,4,0,0
9363,Hialeah Campus,CHM 1033 - 0040   Chemistry For Health Sciences,0040-LEC Main Sess,Staff,30,20,10,0,0
9362,Hialeah Campus,CHM 1033 - 0041   Chemistry For Health Sciences,0041-LEC Main Sess,Staff,30,26,4,0,0
9361,Hialeah Campus,CHM 1033 - 0042   Chemistry For Health Sciences,0042-LEC Main Sess,Staff,30,16,14,0,0
9359,Hialeah Campus,CHM 1033 - 0044   Chemistry For Health Sciences,0044-LEC Main Sess,Staff,30,16,14,0,0
9358,Hialeah Campus,CHM 1033 - 0045   Chemistry For Health Sciences,0045-LEC Main Sess,Staff,30,25,5,0,0
9357,Hialeah Campus,CHM 1033 - 0046   Chemistry For Health Sciences,0046-LEC Main Sess,Staff,30,27,3,0,0
16473,North Campus,MAT 1033 - 0001   Intermediate Algebra,0001-LEC Main Sess,Staff,40,34,6,0,0
16474,North Campus,MAT 1033 - 0002   Intermediate Algebra,0002-LEC Main Sess,Staff,40,0,40,0,0
16475,North Campus,MAT 1033 - 0003   Intermediate Algebra,0003-LEC Main Sess,Staff,40,0,40,0,0
16476,North Campus,MAT 1033 - 0004   Intermediate Algebra,0004-LEC Main Sess,Staff,40,34,6,0,0
16477,North Campus,MAT 1033 - 0005   Intermediate Algebra,0005-LEC Main Sess,Staff,40,30,10,0,0
16478,North Campus,MAT 1033 - 0006   Intermediate Algebra,0006-LEC Main Sess,Staff,40,0,40,0,0
16479,North Campus,MAT 1033 - 0007   Intermediate Algebra,0007-LEC Main Sess,Staff,40,34,6,0,0
16672,North Campus,MAT 1033 - 0008   Intermediate Algebra,0008-LEC Eight Wk 1,Staff,40,20,20,0,0
16676,North Campus,MAT 1033 - 0009   Intermediate Algebra,0009-LEC Eight Wk 1,Staff,35,33,2,0,0
16727,North Campus,MAT 1033 - 0010   Intermediate Algebra,0010-LEC Eight Wk 2,Staff,25,0,25,0,0
16726,North Campus,MAT 1033 - 0011   Intermediate Algebra,0011-LEC Eight Wk 2,Staff,30,27,3,0,0
16725,North Campus,MAT 1033 - 0012   Intermediate Algebra,0012-LEC Eight Wk 2,Staff,30,0,30,0,0
16675,North Campus,MAT 1033 - 0013   Intermediate Algebra,0013-LEC Eight Wk 1,Staff,35,33,2,0,0
16724,North Campus,MAT 1033 - 0014   Intermediate Algebra,0014-LEC Eight Wk 2,Staff,25,10,15,0,0
16480,North Campus,MAT 1033 - 0015   Intermediate Algebra,0015-LEC Main Sess,Staff,36,0,36,0,0
16481,North Campus,MAT 1033 - 0016   Intermediate Algebra,0016-LEC Main Sess,Staff,40,37,3,0,0
16482,North Campus,MAT 1033 - 0017   Intermediate Algebra,0017-LEC Main Sess,Staff,40,34,6,0,0
16483,North Campus,MAT 1033 - 0018   Intermediate Algebra,0018-LEC Main Sess,Staff,35,17,18,0,0
16484,North Campus,MAT 1033 - 0019   Intermediate Algebra,0019-LEC Main Sess,Staff,40,37,3,0,0
16485,North Campus,MAT 1033 - 0020   Intermediate Algebra,0020-LEC Main Sess,Staff,30,24,6,0,0
16644,North Campus,MAT 1033 - 0021   Intermediate Algebra,0021-LEC Twelve Wk,Staff,15,0,15,0,0
16667,North Campus,MAT 1033 - 0022   Intermediate Algebra,0022-LEC Twelve Wk,Staff,15,0,15,0,0
16646,North Campus,MAT 1033 - 0023   Intermediate Algebra,0023-LEC Twelve Wk,Staff,30,29,1,0,0
16674,North Campus,MAT 1033 - 0024   Intermediate Algebra,0024-LEC Eight Wk 1,Staff,30,11,19,0,0
16723,North Campus,MAT 1033 - 0025   Intermediate Algebra,0025-LEC Eight Wk 2,Staff,30,23,7,0,0
16722,North Campus,MAT 1033 - 0026   Intermediate Algebra,0026-LEC Eight Wk 2,Staff,30,0,30,0,0
16721,North Campus,MAT 1033 - 0027   Intermediate Algebra,0027-LEC Eight Wk 2,Staff,30,12,18,0,0
16720,North Campus,MAT 1033 - 0028   Intermediate Algebra,0028-LEC Eight Wk 2,Staff,30,0,30,0,0
16719,North Campus,MAT 1033 - 0029   Intermediate Algebra,0029-LEC Eight Wk 2,Staff,30,21,9,0,0
16718,North Campus,MAT 1033 - 0030   Intermediate Algebra,0030-LEC Eight Wk 2,Staff,25,0,25,0,0
